id,no2,no2_adm2
14353,5.265249441437332e-5,5.233709274676895e-5
14354,5.2594160170834676e-5,5.233709274676895e-5
14355,5.2158343874132224e-5,5.233709274676895e-5
14356,5.161841621127805e-5,5.233709274676895e-5
14357,5.1754519713974215e-5,5.233709274676895e-5
14358,5.134456245571709e-5,5.233709274676895e-5
14359,5.112233042127505e-5,5.233709274676895e-5
14417,5.3173669561101035e-5,5.233709274676895e-5
14418,5.3210883865203446e-5,5.233709274676895e-5
14419,5.326978962185932e-5,5.233709274676895e-5
14420,5.326907385927279e-5,5.233709274676895e-5
14421,5.3091778847010056e-5,5.233709274676895e-5
14422,5.2931082593141865e-5,5.233709274676895e-5
14423,5.3035807235608466e-5,5.233709274676895e-5
14424,5.3044017274642636e-5,5.233709274676895e-5
14425,5.278140102704776e-5,5.233709274676895e-5
14426,5.2767045578627235e-5,5.233709274676895e-5
14427,5.287101144965052e-5,5.233709274676895e-5
14428,5.297396472039142e-5,5.233709274676895e-5
14429,5.2931024755893724e-5,5.233709274676895e-5
14430,5.2711662978674784e-5,5.233709274676895e-5
14431,5.272689534288502e-5,5.233709274676895e-5
14432,5.239666385735443e-5,5.233709274676895e-5
14433,5.22936344193614e-5,5.233709274676895e-5
14434,5.223738364465608e-5,5.233709274676895e-5
14435,5.220649657600669e-5,5.233709274676895e-5
14436,5.234030452248526e-5,5.233709274676895e-5
14437,5.228937746881634e-5,5.233709274676895e-5
14438,5.219999570006418e-5,5.233709274676895e-5
14439,5.210247577952866e-5,5.233709274676895e-5
14440,5.2159862992696517e-5,5.233709274676895e-5
14441,5.194624405533417e-5,5.233709274676895e-5
14442,5.16900677067471e-5,5.233709274676895e-5
14443,5.189065309801659e-5,5.233709274676895e-5
14444,5.161016042437682e-5,5.233709274676895e-5
14445,5.164007929600286e-5,5.233709274676895e-5
14502,5.320738050000037e-5,5.233709274676895e-5
14504,5.2947080581108877e-5,5.233709274676895e-5
14506,5.311709647957397e-5,5.233709274676895e-5
14507,5.3400098606303526e-5,5.233709274676895e-5
14508,5.355127850002945e-5,5.233709274676895e-5
14509,5.362162175929523e-5,5.233709274676895e-5
14510,5.347145404275672e-5,5.233709274676895e-5
14511,5.282113433259943e-5,5.233709274676895e-5
14512,5.249460242167491e-5,5.233709274676895e-5
14513,5.2890330961184704e-5,5.233709274676895e-5
14514,5.287782468007197e-5,5.233709274676895e-5
14515,5.2672402557956967e-5,5.233709274676895e-5
14516,5.274066451894953e-5,5.233709274676895e-5
14517,5.302279871109439e-5,5.233709274676895e-5
14518,5.279020066309547e-5,5.233709274676895e-5
14519,5.270869156224778e-5,5.233709274676895e-5
14520,5.2764022934685657e-05,5.233709274676895e-5
14521,5.248860341984522e-5,5.233709274676895e-5
14522,5.218632504251021e-5,5.233709274676895e-5
14523,5.217974908383665e-5,5.233709274676895e-5
14524,5.241807738987005e-5,5.233709274676895e-5
14525,5.261008757828803e-5,5.233709274676895e-5
14526,5.2519352652318144e-5,5.233709274676895e-5
14527,5.225565072341663e-5,5.233709274676895e-5
14528,5.202835282839207e-5,5.233709274676895e-5
14529,5.167361673431026e-5,5.233709274676895e-5
14530,5.166281334164255e-5,5.233709274676895e-5
14531,5.174368532656632e-5,5.233709274676895e-5
14532,5.195373133192929e-5,5.233709274676895e-5
14533,5.1636746872800014e-5,5.233709274676895e-5
14534,5.183301807656156e-5,5.233709274676895e-5
14587,5.2884012129182137e-5,5.233709274676895e-5
14588,5.272665670826194e-5,5.233709274676895e-5
14589,5.291980563642925e-5,5.233709274676895e-5
14590,5.325680152827853e-5,5.233709274676895e-5
14591,5.341830869119525e-5,5.233709274676895e-5
14592,5.342709412542283e-5,5.233709274676895e-5
14593,5.321707045201148e-5,5.233709274676895e-5
14594,5.2656965975741906e-5,5.233709274676895e-5
14595,5.221889260546969e-5,5.233709274676895e-5
14596,5.2567267666763564e-5,5.233709274676895e-5
14597,5.272688635023853e-5,5.233709274676895e-5
14598,5.27139581241276e-5,5.233709274676895e-5
14599,5.286461113625328e-5,5.233709274676895e-5
14600,5.321969842039408e-5,5.233709274676895e-5
14601,5.285977065739857e-5,5.233709274676895e-5
14602,5.271403308457084e-5,5.233709274676895e-5
14603,5.2569666162557663e-5,5.233709274676895e-5
14604,5.2268425714414534e-5,5.233709274676895e-5
14605,5.209405896114842e-5,5.233709274676895e-5
14606,5.1920764868536994e-5,5.233709274676895e-5
14607,5.183939138578067e-5,5.233709274676895e-5
14608,5.21841852529103e-5,5.233709274676895e-5
14609,5.23501398946822e-5,5.233709274676895e-5
14610,5.2291080084907684e-5,5.233709274676895e-5
14611,5.196341057144206e-5,5.233709274676895e-5
14612,5.13786000445295e-5,5.233709274676895e-5
14613,5.1337283027635826e-5,5.233709274676895e-5
14614,5.144886901720325e-5,5.233709274676895e-5
14615,5.170126967869876e-5,5.233709274676895e-5
14616,5.17374215288606e-5,5.233709274676895e-5
14618,5.195975216695075e-5,5.233709274676895e-5
14668,5.304288618015254e-5,5.233709274676895e-5
14669,5.2909676770858096e-5,5.233709274676895e-5
14670,5.3149550106061224e-5,5.233709274676895e-5
14671,5.3058789969689556e-5,5.233709274676895e-5
14672,5.3031223714944e-5,5.233709274676895e-5
14673,5.2953889057966935e-5,5.233709274676895e-5
14674,5.263499535281842e-5,5.233709274676895e-5
14675,5.2384395713226745e-5,5.233709274676895e-5
14676,5.230861869299731e-5,5.233709274676895e-5
14677,5.241642206982333e-5,5.233709274676895e-5
14678,5.279663803509531e-5,5.233709274676895e-5
14679,5.285158417886303e-5,5.233709274676895e-5
14680,5.293674002250848e-5,5.233709274676895e-5
14681,5.308444435752988e-5,5.233709274676895e-5
14682,5.2683563310112976e-5,5.233709274676895e-5
14683,5.271406206012819e-5,5.233709274676895e-5
14684,5.2841694811246005e-5,5.233709274676895e-5
14685,5.2523536404601684e-5,5.233709274676895e-5
14686,5.2283605202599855e-5,5.233709274676895e-5
14687,5.1990718293903e-5,5.233709274676895e-5
14688,5.199256042114573e-5,5.233709274676895e-5
14689,5.207832983507267e-5,5.233709274676895e-5
14690,5.203633181947429e-5,5.233709274676895e-5
14691,5.2018708312630725e-5,5.233709274676895e-5
14692,5.190271655909516e-5,5.233709274676895e-5
14693,5.178569646176032e-5,5.233709274676895e-5
14694,5.150115190030502e-5,5.233709274676895e-5
14695,5.131130122289904e-5,5.233709274676895e-5
14696,5.138651218137925e-5,5.233709274676895e-5
14697,5.158531821617155e-5,5.233709274676895e-5
14748,5.340624260075136e-5,5.233709274676895e-5
14749,5.3264934169738286e-5,5.233709274676895e-5
14750,5.3193591210976114e-5,5.233709274676895e-5
14751,5.296527730881664e-5,5.233709274676895e-5
14752,5.294936571425088e-5,5.233709274676895e-5
14753,5.2836628297056364e-5,5.233709274676895e-5
14754,5.256530926766447e-5,5.233709274676895e-5
14755,5.246773102344475e-5,5.233709274676895e-5
14756,5.250648680688667e-5,5.233709274676895e-5
14757,5.250467207554964e-5,5.233709274676895e-5
14758,5.2792666464908094e-5,5.233709274676895e-5
14759,5.274922281885174e-5,5.233709274676895e-5
14760,5.281230556301076e-5,5.233709274676895e-5
14761,5.311282766010511e-5,5.233709274676895e-5
14762,5.2759712762106e-5,5.233709274676895e-5
14763,5.248025865441058e-5,5.233709274676895e-5
14764,5.252702196587937e-5,5.233709274676895e-5
14765,5.2420782958006944e-5,5.233709274676895e-5
14766,5.229129448851984e-5,5.233709274676895e-5
14767,5.229129108652935e-5,5.233709274676895e-5
14768,5.259319246846787e-5,5.233709274676895e-5
14769,5.223986450331774e-5,5.233709274676895e-5
14770,5.1978239594138945e-5,5.233709274676895e-5
14771,5.189351440083947e-5,5.233709274676895e-5
14772,5.200622995621336e-5,5.233709274676895e-5
14773,5.192279667044714e-5,5.233709274676895e-5
14774,5.1805405180719234e-5,5.233709274676895e-5
14775,5.1338893810807576e-5,5.233709274676895e-5
14776,5.139519758846178e-5,5.233709274676895e-5
14777,5.147530926763414e-5,5.233709274676895e-5
14826,5.3297629869834555e-5,5.233709274676895e-5
14827,5.335552868406564e-5,5.233709274676895e-5
14828,5.3182860940627295e-5,5.233709274676895e-5
14829,5.276186176518379e-5,5.233709274676895e-5
14830,5.251600838051018e-5,5.233709274676895e-5
14831,5.256892957564116e-5,5.233709274676895e-5
14832,5.2419424393796805e-5,5.233709274676895e-5
14833,5.241211190860875e-5,5.233709274676895e-5
14834,5.257060439981524e-5,5.233709274676895e-5
14835,5.267150618743501e-5,5.233709274676895e-5
14836,5.2899962739622754e-5,5.233709274676895e-5
14837,5.2704564485090915e-5,5.233709274676895e-5
14838,5.264495699042808e-5,5.233709274676895e-5
14839,5.2892744562693775e-5,5.233709274676895e-5
14840,5.2907227201031826e-5,5.233709274676895e-5
14841,5.268530615549119e-5,5.233709274676895e-5
14842,5.27536662989252e-5,5.233709274676895e-5
14843,5.265984734297443e-5,5.233709274676895e-5
14844,5.2579123375648435e-5,5.233709274676895e-5
14845,5.277762111173078e-5,5.233709274676895e-5
14846,5.2793455795406817e-5,5.233709274676895e-5
14847,5.2199605261727456e-5,5.233709274676895e-5
14848,5.1771914423041556e-5,5.233709274676895e-5
14849,5.181971720897093e-5,5.233709274676895e-5
14850,5.211647708598645e-5,5.233709274676895e-5
14851,5.1958527651694974e-5,5.233709274676895e-5
14852,5.166033579378001e-5,5.233709274676895e-5
14853,5.130998359460912e-5,5.233709274676895e-5
14854,5.12990349099143e-5,5.233709274676895e-5
14855,5.15759164417674e-5,5.233709274676895e-5
14902,5.310909983227228e-5,5.233709274676895e-5
14903,5.332468508121334e-5,5.233709274676895e-5
14904,5.306250244543313e-5,5.233709274676895e-5
14905,5.255457184411604e-5,5.233709274676895e-5
14906,5.21850115928816e-5,5.233709274676895e-5
14907,5.214292662530691e-5,5.233709274676895e-5
14908,5.2189097853074627e-05,5.233709274676895e-5
14909,5.244896923311298e-5,5.233709274676895e-5
14910,5.2671193509881944e-5,5.233709274676895e-5
14911,5.259651054214091e-5,5.233709274676895e-5
14912,5.257590721192507e-5,5.233709274676895e-5
14913,5.245095592603833e-5,5.233709274676895e-5
14914,5.2685683607188104e-5,5.233709274676895e-5
14915,5.306616668749503e-5,5.233709274676895e-5
14916,5.30626984742331e-5,5.233709274676895e-5
14917,5.261203410942407e-5,5.233709274676895e-5
14918,5.2376387054540736e-5,5.233709274676895e-5
14919,5.242212138236483e-5,5.233709274676895e-5
14920,5.268723082312959e-5,5.233709274676895e-5
14921,5.287711185040346e-5,5.233709274676895e-5
14922,5.2502376737712315e-5,5.233709274676895e-5
14923,5.199333417674289e-5,5.233709274676895e-5
14924,5.1958267265925374e-5,5.233709274676895e-5
14925,5.195904909546323e-5,5.233709274676895e-5
14926,5.197697931239476e-5,5.233709274676895e-5
14927,5.1964473139171565e-5,5.233709274676895e-5
14928,5.163966833550057e-5,5.233709274676895e-5
14929,5.122054577771019e-5,5.233709274676895e-5
14930,5.094963626785852e-5,5.233709274676895e-5
14931,5.130164956318883e-5,5.233709274676895e-5
14973,5.282536073853036e-5,5.233709274676895e-5
14974,5.303363537801876e-5,5.233709274676895e-5
14975,5.297194733831421e-5,5.233709274676895e-5
14976,5.276650461896331e-5,5.233709274676895e-5
14977,5.227232568057599e-5,5.233709274676895e-5
14978,5.205346387341003e-5,5.233709274676895e-5
14979,5.230944505860677e-5,5.233709274676895e-5
14980,5.2570232015665625e-5,5.233709274676895e-5
14981,5.2557339266663826e-5,5.233709274676895e-5
14982,5.243938931987952e-5,5.233709274676895e-5
14983,5.232991440673999e-5,5.233709274676895e-5
14984,5.24129670153934e-5,5.233709274676895e-5
14985,5.264711240119207e-5,5.233709274676895e-5
14986,5.2834245205305295e-5,5.233709274676895e-5
14987,5.2932211098627904e-5,5.233709274676895e-5
14988,5.286349877941685e-5,5.233709274676895e-5
14989,5.274035207678319e-5,5.233709274676895e-5
14990,5.237509675390142e-5,5.233709274676895e-5
14991,5.2419979328649555e-5,5.233709274676895e-5
14992,5.246715434544446e-5,5.233709274676895e-5
14993,5.2295378235373374e-5,5.233709274676895e-5
14994,5.213818771639373e-5,5.233709274676895e-5
14995,5.219783855942381e-5,5.233709274676895e-5
14996,5.22301397466164e-5,5.233709274676895e-5
14997,5.217220987754778e-5,5.233709274676895e-5
14998,5.177750607794799e-5,5.233709274676895e-5
14999,5.1502782814512345e-5,5.233709274676895e-5
15000,5.108333556780188e-5,5.233709274676895e-5
15001,5.073466760480707e-5,5.233709274676895e-5
15002,5.098863067957982e-5,5.233709274676895e-5
15039,5.292201779806806e-5,5.233709274676895e-5
15040,5.291697026600432e-5,5.233709274676895e-5
15041,5.2527310393596995e-5,5.233709274676895e-5
15042,5.2255845908998854e-5,5.233709274676895e-5
15043,5.258292011059205e-5,5.233709274676895e-5
15044,5.2783118017077704e-5,5.233709274676895e-5
15045,5.2432738353746506e-5,5.233709274676895e-5
15046,5.2280304753225464e-5,5.233709274676895e-5
15047,5.2396494079113185e-5,5.233709274676895e-5
15048,5.2597537870271825e-5,5.233709274676895e-5
15049,5.270563156970288e-5,5.233709274676895e-5
15050,5.271552221344021e-5,5.233709274676895e-5
15051,5.275260952191872e-5,5.233709274676895e-5
15052,5.27481775597488e-5,5.233709274676895e-5
15053,5.292003096451929e-5,5.233709274676895e-5
15054,5.231152974613425e-5,5.233709274676895e-5
15055,5.214219123928784e-5,5.233709274676895e-5
15056,5.184127968672892e-5,5.233709274676895e-5
15057,5.164676687784464e-5,5.233709274676895e-5
15058,5.197152183513417e-5,5.233709274676895e-5
15059,5.220989634449893e-5,5.233709274676895e-5
15060,5.2184917128464604e-5,5.233709274676895e-5
15061,5.2143877593633586e-5,5.233709274676895e-5
15062,5.186558079146478e-5,5.233709274676895e-5
15063,5.163783443470667e-5,5.233709274676895e-5
15064,5.124316315505643e-5,5.233709274676895e-5
15065,5.101441550572641e-5,5.233709274676895e-5
15067,5.1179803706679224e-5,5.233709274676895e-5
15101,5.3047601166171004e-5,5.233709274676895e-5
15102,5.276406036577894e-5,5.233709274676895e-5
15103,5.2627727311921514e-5,5.233709274676895e-5
15104,5.2872392859507774e-5,5.233709274676895e-5
15105,5.281219463166143e-5,5.233709274676895e-5
15106,5.246297546272613e-5,5.233709274676895e-5
15107,5.229541762651421e-5,5.233709274676895e-5
15108,5.2512008042921426e-5,5.233709274676895e-5
15109,5.266433751496487e-5,5.233709274676895e-5
15110,5.267933720820669e-5,5.233709274676895e-5
15111,5.269914847392924e-5,5.233709274676895e-5
15112,5.269683901948887e-5,5.233709274676895e-5
15113,5.265626005915721e-5,5.233709274676895e-5
15114,5.2587834112930964e-5,5.233709274676895e-5
15115,5.195441235051389e-5,5.233709274676895e-5
15116,5.1724065073218496e-5,5.233709274676895e-5
15117,5.147729821251941e-5,5.233709274676895e-5
15118,5.1273230816430695e-5,5.233709274676895e-5
15119,5.1656270136015365e-5,5.233709274676895e-5
15120,5.2139507979192615e-5,5.233709274676895e-5
15121,5.1996197559480705e-5,5.233709274676895e-5
15122,5.1804782616326854e-5,5.233709274676895e-5
15123,5.1804926814763296e-5,5.233709274676895e-5
15124,5.15957805469142e-5,5.233709274676895e-5
15125,5.158470991927149e-5,5.233709274676895e-5
15126,5.1460813542301565e-5,5.233709274676895e-5
15156,5.2641760777989386e-5,5.233709274676895e-5
15157,5.289799019745084e-5,5.233709274676895e-5
15158,5.2699252393465257e-5,5.233709274676895e-5
15159,5.232125306227025e-5,5.233709274676895e-5
15160,5.219383268016178e-5,5.233709274676895e-5
15161,5.2303762659457686e-5,5.233709274676895e-5
15162,5.240693818026274e-5,5.233709274676895e-5
15163,5.2858383363228784e-5,5.233709274676895e-5
15164,5.2830858349629594e-5,5.233709274676895e-5
15165,5.25424995091477e-5,5.233709274676895e-5
15166,5.2424789587287505e-5,5.233709274676895e-5
15167,5.236848590038206e-5,5.233709274676895e-5
15168,5.1538906999797174e-5,5.233709274676895e-5
15169,5.134847358453823e-5,5.233709274676895e-5
15170,5.133781440759201e-5,5.233709274676895e-5
15171,5.128656730498076e-5,5.233709274676895e-5
15172,5.1819859578200874e-5,5.233709274676895e-5
15173,5.190675050427237e-5,5.233709274676895e-5
15174,5.198596937797414e-5,5.233709274676895e-5
15175,5.193261451440958e-5,5.233709274676895e-5
15176,5.2053663380546124e-5,5.233709274676895e-5
15177,5.194562094634705e-5,5.233709274676895e-5
15178,5.1582766658481466e-5,5.233709274676895e-5
15179,5.1287704080105964e-5,5.233709274676895e-5
15206,5.2885712266708056e-5,5.233709274676895e-5
15207,5.284662380991178e-5,5.233709274676895e-5
15208,5.250869870169974e-5,5.233709274676895e-5
15209,5.219764356258656e-5,5.233709274676895e-5
15210,5.2214458063018016e-5,5.233709274676895e-5
15211,5.231686723375732e-5,5.233709274676895e-5
15212,5.260342963773738e-5,5.233709274676895e-5
15213,5.246470922941402e-5,5.233709274676895e-5
15214,5.2205893756409883e-5,5.233709274676895e-5
15215,5.217088858458485e-5,5.233709274676895e-5
15216,5.224415921875314e-5,5.233709274676895e-5
15217,5.156630494711697e-5,5.233709274676895e-5
15218,5.138114088891964e-5,5.233709274676895e-5
15219,5.134622576352301e-5,5.233709274676895e-5
15220,5.135316270935354e-5,5.233709274676895e-5
15221,5.181483798987033e-5,5.233709274676895e-5
15222,5.192629434640108e-5,5.233709274676895e-5
15223,5.1818130090633935e-5,5.233709274676895e-5
15224,5.196674306823968e-5,5.233709274676895e-5
15225,5.220806451595281e-5,5.233709274676895e-5
15226,5.212239091929177e-5,5.233709274676895e-5
15227,5.1789932435904775e-5,5.233709274676895e-5
15228,5.144084480926023e-5,5.233709274676895e-5
15246,5.258319142419746e-5,5.233709274676895e-5
15247,5.2131002677950986e-5,5.233709274676895e-5
15248,5.2126008051805705e-5,5.233709274676895e-5
15249,5.243042861713501e-5,5.233709274676895e-5
15250,5.245024857094838e-5,5.233709274676895e-5
15251,5.215619927816217e-5,5.233709274676895e-5
15252,5.2025111309666614e-5,5.233709274676895e-5
15253,5.223913130657377e-5,5.233709274676895e-5
15254,5.203435387577267e-5,5.233709274676895e-5
15255,5.17529494164643e-5,5.233709274676895e-5
15256,5.1579060547223257e-5,5.233709274676895e-5
15257,5.139975444663499e-5,5.233709274676895e-5
15258,5.150017942520643e-5,5.233709274676895e-5
15259,5.199501595306598e-5,5.233709274676895e-5
15260,5.1940463920802674e-5,5.233709274676895e-5
15261,5.174181440648485e-5,5.233709274676895e-5
15262,5.19079576415209e-5,5.233709274676895e-5
15263,5.201138897237972e-5,5.233709274676895e-5
15264,5.208355057947719e-5,5.233709274676895e-5
15265,5.204881497890958e-5,5.233709274676895e-5
15266,5.1458286807388705e-5,5.233709274676895e-5
15279,5.223444297098505e-5,5.233709274676895e-5
15280,5.217534299114645e-5,5.233709274676895e-5
15281,5.257140767587535e-5,5.233709274676895e-5
15282,5.27510514020109e-5,5.233709274676895e-5
15283,5.23228377446847e-5,5.233709274676895e-5
15284,5.213159238040462e-5,5.233709274676895e-5
15285,5.2068865731085544e-5,5.233709274676895e-5
15286,5.188235502029799e-5,5.233709274676895e-5
15287,5.1627097397750644e-5,5.233709274676895e-5
15288,5.165864220796256e-5,5.233709274676895e-5
15289,5.157578270555527e-5,5.233709274676895e-5
15290,5.170519193475259e-5,5.233709274676895e-5
15291,5.183287270472936e-5,5.233709274676895e-5
15292,5.175237584892389e-5,5.233709274676895e-5
15293,5.196441704698213e-5,5.233709274676895e-5
15294,5.2440551476024154e-5,5.233709274676895e-5
15295,5.23395105831681e-5,5.233709274676895e-5
15296,5.2208369622628375e-5,5.233709274676895e-5
15297,5.177049272542443e-5,5.233709274676895e-5
15298,5.092151314391385e-5,5.233709274676895e-5
15308,5.240208527295594e-5,5.233709274676895e-5
15309,5.2679023956482334e-5,5.233709274676895e-5
15310,5.280222025000798e-5,5.233709274676895e-5
15311,5.266389357516179e-5,5.233709274676895e-5
15312,5.246282914002784e-5,5.233709274676895e-5
15313,5.219884318783796e-5,5.233709274676895e-5
15314,5.1905325312238585e-5,5.233709274676895e-5
15315,5.163709658840326e-5,5.233709274676895e-5
15316,5.178051317069226e-5,5.233709274676895e-5
15317,5.1783851743689496e-5,5.233709274676895e-5
15318,5.185252665617253e-5,5.233709274676895e-5
15319,5.180403772665444e-5,5.233709274676895e-5
15320,5.179047956310382e-5,5.233709274676895e-5
15321,5.20650614794581e-5,5.233709274676895e-5
15322,5.241186585378267e-5,5.233709274676895e-5
15323,5.202376501416224e-5,5.233709274676895e-5
15324,5.183287313250498e-5,5.233709274676895e-5
15325,5.167548764670247e-5,5.233709274676895e-5
15326,5.104080685808866e-5,5.233709274676895e-5
15335,5.2174830501512144e-5,5.233709274676895e-5
15336,5.2046360206630544e-5,5.233709274676895e-5
15337,5.1700485031771755e-5,5.233709274676895e-5
15338,5.177257976980836e-5,5.233709274676895e-5
15339,5.184152094560913e-5,5.233709274676895e-5
15340,5.193680969904846e-5,5.233709274676895e-5
15341,5.1941804864694955e-5,5.233709274676895e-5
15342,5.196867906595616e-5,5.233709274676895e-5
15343,5.189830307822597e-5,5.233709274676895e-5
15344,5.1868391192748014e-5,5.233709274676895e-5
15345,5.2078341811586636e-5,5.233709274676895e-5
15346,5.1726366179177474e-5,5.233709274676895e-5
15347,5.152147667243735e-5,5.233709274676895e-5
15348,5.1663079391013644e-5,5.233709274676895e-5
15349,5.136420909924787e-5,5.233709274676895e-5
15359,5.207834195288454e-5,5.233709274676895e-5
15360,5.198502469559828e-5,5.233709274676895e-5
15361,5.205359125782302e-5,5.233709274676895e-5
15362,5.2160170782261206e-5,5.233709274676895e-5
15363,5.221154710320137e-5,5.233709274676895e-5
15364,5.1855719774038905e-5,5.233709274676895e-5
15365,5.161066553506189e-5,5.233709274676895e-5
15366,5.178398508490891e-5,5.233709274676895e-5
15367,5.1584420210042556e-5,5.233709274676895e-5
15368,5.1431085778972205e-5,5.233709274676895e-5
15369,5.168881343154327e-5,5.233709274676895e-5
15370,5.15541759285359e-5,5.233709274676895e-5
15380,5.2001257380003987e-05,5.233709274676895e-5
15381,5.1959813267410875e-5,5.233709274676895e-5
15382,5.159945420011984e-5,5.233709274676895e-5
15383,5.170706798942488e-5,5.233709274676895e-5
15385,5.1787735673866393e-5,5.233709274676895e-5
15395,5.2353249682529025e-5,5.233709274676895e-5
15396,5.196610517188299e-5,5.233709274676895e-5
15397,5.17262428265627e-5,5.233709274676895e-5
15404,5.242295297628208e-5,5.233709274676895e-5
15405,5.1933113246776125e-5,5.233709274676895e-5
98,5.123647898680101e-5,5.153327153361351e-5
99,5.168611312703141e-5,5.153327153361351e-5
130,5.100963786048552e-5,5.153327153361351e-5
131,5.1633004045860704e-5,5.153327153361351e-5
162,5.092116145421408e-5,5.153327153361351e-5
164,5.1280369754056546e-5,5.153327153361351e-5
165,5.153649582378499e-5,5.153327153361351e-5
166,5.1683279178869326e-5,5.153327153361351e-5
195,5.059671645193375e-5,5.153327153361351e-5
197,5.089753667235324e-5,5.153327153361351e-5
199,5.100570731094316e-5,5.153327153361351e-5
200,5.145768852168643e-5,5.153327153361351e-5
201,5.141373448076646e-5,5.153327153361351e-5
202,5.1460182422762814e-5,5.153327153361351e-5
203,5.1809286699810775e-5,5.153327153361351e-5
231,5.1131487163058465e-5,5.153327153361351e-5
233,5.1140290350245625e-5,5.153327153361351e-5
235,5.097639449827496e-5,5.153327153361351e-5
236,5.110983728155546e-5,5.153327153361351e-5
237,5.1230342983696615e-5,5.153327153361351e-5
238,5.18367180563646e-5,5.153327153361351e-5
239,5.170499722227926e-5,5.153327153361351e-5
240,5.177408678762902e-5,5.153327153361351e-5
241,5.182308531819547e-5,5.153327153361351e-5
242,5.1830840330696504e-5,5.153327153361351e-5
272,5.155192525819287e-5,5.153327153361351e-5
273,5.155283777586661e-5,5.153327153361351e-5
274,5.153583334130466e-5,5.153327153361351e-5
275,5.155298579302632e-5,5.153327153361351e-5
276,5.157805848402713e-5,5.153327153361351e-5
277,5.175735197022096e-5,5.153327153361351e-5
278,5.14756010964243e-5,5.153327153361351e-5
279,5.141649419425616e-5,5.153327153361351e-5
280,5.1557783624610555e-5,5.153327153361351e-5
281,5.1843056489746716e-5,5.153327153361351e-5
312,5.175540783735003e-5,5.153327153361351e-5
313,5.171245097548537e-5,5.153327153361351e-5
314,5.1585037923517606e-5,5.153327153361351e-5
315,5.181574855185616e-5,5.153327153361351e-5
316,5.199946134036366e-5,5.153327153361351e-5
317,5.181966993863517e-5,5.153327153361351e-5
318,5.131426118234905e-5,5.153327153361351e-5
319,5.120882515538326e-5,5.153327153361351e-5
320,5.129625173599112e-5,5.153327153361351e-5
321,5.181910134328948e-5,5.153327153361351e-5
322,5.204078406736771e-5,5.153327153361351e-5
355,5.1764819891144656e-5,5.153327153361351e-5
356,5.194003140352205e-5,5.153327153361351e-5
357,5.197650399553348e-5,5.153327153361351e-5
358,5.213082910295465e-5,5.153327153361351e-5
359,5.2101112946661004e-5,5.153327153361351e-5
360,5.194222629407808e-5,5.153327153361351e-5
361,5.170225387920703e-5,5.153327153361351e-5
362,5.179545824842016e-5,5.153327153361351e-5
363,5.2072860992291554e-5,5.153327153361351e-5
364,5.186039651714945e-5,5.153327153361351e-5
365,5.1849831367861514e-5,5.153327153361351e-5
366,5.203012663733349e-5,5.153327153361351e-5
403,5.192394598526623e-5,5.153327153361351e-5
405,5.201533165421725e-5,5.153327153361351e-5
406,5.1805612595145505e-5,5.153327153361351e-5
407,5.1980890683876744e-5,5.153327153361351e-5
408,5.193665383317606e-5,5.153327153361351e-5
409,5.191048456709428e-5,5.153327153361351e-5
410,5.187509069279312e-5,5.153327153361351e-5
411,5.21796893630837e-5,5.153327153361351e-5
412,5.2412691907539305e-5,5.153327153361351e-5
413,5.189506247367611e-5,5.153327153361351e-5
414,5.1780212159122256e-5,5.153327153361351e-5
415,5.191505976997581e-5,5.153327153361351e-5
451,5.178825437298408e-5,5.153327153361351e-5
452,5.141934272851244e-5,5.153327153361351e-5
453,5.1351213386480134e-5,5.153327153361351e-5
454,5.150947980459864e-5,5.153327153361351e-5
455,5.2011782573196695e-5,5.153327153361351e-5
456,5.1924343115758346e-5,5.153327153361351e-5
457,5.2284346359086116e-5,5.153327153361351e-5
458,5.229731658978637e-5,5.153327153361351e-5
459,5.183758356222499e-5,5.153327153361351e-5
460,5.1795763188179694e-5,5.153327153361351e-5
461,5.181323490941274e-5,5.153327153361351e-5
462,5.1547948602617544e-5,5.153327153361351e-5
501,5.1361338247038246e-5,5.153327153361351e-5
503,5.1297498877707326e-5,5.153327153361351e-5
504,5.116931488280179e-5,5.153327153361351e-5
505,5.13871012202385e-5,5.153327153361351e-5
506,5.1505049630065915e-5,5.153327153361351e-5
507,5.214561909344751e-5,5.153327153361351e-5
508,5.202483964698737e-5,5.153327153361351e-5
509,5.196158350041429e-5,5.153327153361351e-5
510,5.181064673246193e-5,5.153327153361351e-5
511,5.1651170431251615e-5,5.153327153361351e-5
512,5.1859621004095775e-5,5.153327153361351e-5
513,5.198135037512176e-5,5.153327153361351e-5
514,5.177411943287386e-5,5.153327153361351e-5
550,5.076451971207285e-5,5.153327153361351e-5
553,5.101470972968718e-5,5.153327153361351e-5
556,5.1135731355661915e-5,5.153327153361351e-5
558,5.105616895850228e-5,5.153327153361351e-5
559,5.125253318266867e-5,5.153327153361351e-5
561,5.1659351761520954e-5,5.153327153361351e-5
563,5.156656138860492e-5,5.153327153361351e-5
565,5.118306841976628e-5,5.153327153361351e-5
567,5.086580360514946e-5,5.153327153361351e-5
568,5.120638239694146e-5,5.153327153361351e-5
569,5.172873170774909e-5,5.153327153361351e-5
570,5.203291761841139e-5,5.153327153361351e-5
571,5.218900607765045e-5,5.153327153361351e-5
572,5.195241952145591e-5,5.153327153361351e-5
613,5.0905877945155657e-5,5.153327153361351e-5
