event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BEN700,12 August 2022,2022,1,Political violence,Riots,Mob violence,Rioters (Benin),Vigilante Group (Benin),5,Civilians (Benin),NA,7,57,Civilian targeting,204,Western Africa,Benin,Borgou,Bembereke,NA,Guessou-Sud,10.0417,2.6473,1,Undisclosed Source,Local partner-Other,"On 12 August 2022, a group beat up and injured a suspected livestock thief in Guessou-Sud (Bembereke, Borgou).",0,crowd size=no report,1663010292
BEN751,11 August 2022,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),Farmers (Benin); Pastoralists (Benin),7,37,NA,204,Western Africa,Benin,Borgou,Tchaourou,NA,Boukoussera,9.1035,2.5294,1,Undisclosed Source,Local partner-Other,"Looting: On 11 August 2022, overnight, an unidentified armed group seized two oxen from an agro-breeder in the village of Boukoussera (Tchaourou, Borgou).",0,NA,1666650602
BEN843,09 August 2022,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),NA,7,37,NA,204,Western Africa,Benin,Atacora,Materi,NA,Dassari,10.8114,1.1439,2,Undisclosed Source,Local partner-Other,"Looting: On 9 August 2022, an unidentified armed group seized a motorcycle in the village of Koupiani, in the arrondissement of Dassari (Materi, Atacora).",0,NA,1673311012
BEN699,08 August 2022,2022,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Benin (2016-),NA,1,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),NA,2,12,NA,204,Western Africa,Benin,Alibori,Karimama,NA,Kangara Peulh,11.9456,3.1549,2,Undisclosed Source,Local partner-Other,"Defusal: On 8 August 2022, soldiers defused a bomb suspected to have been planted by IS Sahel or JNIM militants in the hamlet of Bondou Goure, near Kangara Peulh (Karimama, Alibori). Shots were also heard in the area but no clash was reported.",0,NA,1664217576
BEN842,06 August 2022,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Benin (2016-),NA,1,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,17,Civilian targeting,204,Western Africa,Benin,Alibori,Karimama,NA,Kangara Peulh,11.9456,3.1549,2,Undisclosed Source,Local partner-Other,"On 6 August 2022, Beninese soldiers emptied a Fulani camp due to suspicions on the presence of weapons in the hamlet of Boundoucoure, near the village of Kangara Peulh (Karimama, Alibori).",0,NA,1673311012
BEN841,30 July 2022,2022,1,Strategic developments,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,NA,2,Civilians (Benin),Government of Benin (2016-),7,27,NA,204,Western Africa,Benin,Atacora,Materi,NA,Nouari,10.9144,1.0711,1,Undisclosed Source,Local partner-Other,"Other: On 30 July 2022, presumed JNIM attempted to abduct the village chief in the village of Nouari (Materi, Atacora). The militants accused the village chief of denouncing them to the Beninese army.",0,NA,1673311012
BEN689,29 July 2022,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Communal Militia (Benin),Farmers (Benin),4,Civilians (Benin),Pastoralists (Benin),7,47,Civilian targeting,204,Western Africa,Benin,Donga,Ouake,NA,Semere,9.5577,1.3697,1,Undisclosed Source,Local partner-Other,"On 29 July 2022, a farmer took several pastoralists hostage after a pastoralist destroyed his field in Semere (Ouake, Donga).",0,NA,1659983150
BEN753,29 July 2022,2022,1,Political violence,Riots,Mob violence,Rioters (Benin),Farmers (Benin),5,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,57,Civilian targeting,204,Western Africa,Benin,Donga,Ouake,NA,Ouake,9.6642,1.3859,2,Undisclosed Source,Local partner-Other,"On 29 July 2022, a group of farmers expelled a Fulani pastoralist man and ransacked huts and other property in the area of Ouake (Ouake, Donga), for an unspecified reason.",0,crowd size=no report,1666650603
BEN749,29 July 2022,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Benin (2016-),NA,1,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,17,NA,204,Western Africa,Benin,Alibori,Malanville,NA,Boiffo,11.6925,3.1745,2,Undisclosed Source,Local partner-Other,"Property destruction: On 29 July 2022, soldiers killed about 58 oxen belonging to pastoralists at the Fulani camp of Goure-Boiffo, location coded as Boiffo (Malanville, Alibori).",0,NA,1666650603
BEN750,28 July 2022,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Benin (2016-),NA,1,Civilians (Benin),Pastoralists (Benin),7,17,NA,204,Western Africa,Benin,Alibori,Malanville,NA,Guene,11.8085,3.2276,2,Undisclosed Source,Local partner-Other,"Property destruction: On 28 July 2022, soldiers killed two hundred cows belonging to pastoralists, despite being in an authorized area at the edge of Park W in the area of Guene (Malanville, Alibori).",0,NA,1666650602
BEN735,28 July 2022,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,NA,2,Military Forces of Benin (2016-),NA,1,12,NA,204,Western Africa,Benin,Atacora,Materi,NA,Nouari,10.9144,1.0711,1,Undisclosed Source,Local partner-Other,"On 28 July 2022, presumed JNIM militants and soldiers exchanged gunfire in Nouari (Materi, Atacora). No further precisions.",0,NA,1666650603
BEN840,27 July 2022,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),NA,7,37,NA,204,Western Africa,Benin,Atacora,Materi,NA,Wantehoun,10.7471,1.1678,1,Undisclosed Source,Local partner-Other,"Looting: On 27 July 2022, a group of ten unidentified armed men stole cattle in Wantehoun (Materi, Atacora).",0,NA,1673311012
BEN685,26 July 2022,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Sahel),NA,2,Military Forces of Benin (2016-),NA,1,12,NA,204,Western Africa,Benin,Alibori,Kandi,NA,Alfakoara,11.4439,3.076,2,Undisclosed Source; Whatsapp; L'investigateur,Local partner-Other,"On 26 July 2022, an armored vehicle of the Beninese army hit an IED suspected to have been planted by IS Sahel militants in the area of Alfakoara (Kandi, Alibori). Five soldiers were wounded.",0,NA,1664217575
BEN739,26 July 2022,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,NA,2,Police Forces of Benin (2016-) Forest Guards,NA,1,12,NA,204,Western Africa,Benin,Atacora,Materi,NA,Dassari,10.8114,1.1439,1,Undisclosed Source,Local partner-Other,"On 26 July 2022, suspected JNIM militants and APN Park rangers exchanged gunfire in the village of Dassari (Materi, Atacora). There were no casualties.",0,NA,1666650602
BEN838,25 July 2022,2022,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,37,Civilian targeting,204,Western Africa,Benin,Alibori,Kandi,NA,Alfakoara,11.4439,3.076,2,Undisclosed Source,Local partner-Other,"Around 25 July 2022, a suspected unidentified armed group killed an individual believed to be a Fulani under unclear circumstances in Park W, location coded as Alfakoara (Kandi, Alibori). The body was discovered by park rangers on 25 July.",1,NA,1673311012
BEN839,25 July 2022,2022,1,Strategic developments,Strategic developments,Change to group/activity,Government of Benin (2016-),NA,1,NA,NA,0,10,NA,204,Western Africa,Benin,Alibori,Karimama,NA,Park W,11.8706,2.5781,2,Undisclosed Source,Local partner-Other,"Security measures: On 25 July 2022, Park W officials decided to dismiss all herdsmen who uses the park for grazing cattle in Park W (Karimama, Alibori). This decision follows the evolution of insecurity related to attacks and the repeated discovery of the bodies of herders murdered by elements of armed groups in the park (so far six bodies have been discovered in the park during July). From now on, any herder seen in the park is considered a militant and his animals will be slaughtered.",0,NA,1673311012
BEN692,24 July 2022,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),NA,2,Civilians (Benin),Pastoralists (Benin),7,27,Civilian targeting,204,Western Africa,Benin,Alibori,Kandi,NA,Kandi,11.1342,2.9386,2,Undisclosed Source,Local partner-Other,"On 24 July 2022, JNIM or IS Sahel kidnapped a rich pastoralist man at an unspecified location in the area of Kandi (Kandi, Alibori).",0,NA,1668457336
BEN837,24 July 2022,2022,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Benin),NA,3,Military Forces of Benin (2016-),NA,1,13,NA,204,Western Africa,Benin,Alibori,Karimama,NA,Park W,11.8706,2.5781,2,Undisclosed Source,Local partner-Other,"On 24 July 2022, an unidentified armed group exchanged fire with a military unit deployed to the area because of the presence of armed men was signalled in Park W, near Barabon (Karimama, Alibori). There were no fatalities/casualties",0,NA,1673311012
BEN695,23 July 2022,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,NA,2,Civilians (Benin),NA,7,27,NA,204,Western Africa,Benin,Atacora,Materi,NA,Materi,10.6961,1.063,1,Undisclosed Source,Local partner-Other,"Property destruction: On 23 July 2022, presumed JNIM militants vandalized the room of a civilian in Materi (Materi, Atacora). A few days earlier the militants had asked him to join them.",0,NA,1664217576
BEN691,22 July 2022,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),NA,2,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,27,Civilian targeting,204,Western Africa,Benin,Alibori,Kandi,NA,Kandi,11.1342,2.9386,2,Undisclosed Source,Local partner-Other,"On 22 July 2022, suspected IS Sahel militants killed a Fulani pastoralist man with a machete in Kandi (Kandi, Alibori). Forest Guards discovered the body.",1,NA,1664217576
BEN688,22 July 2022,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Benin),NA,6,Police Forces of Benin (2016-),NA,1,16,NA,204,Western Africa,Benin,Borgou,N-Dali,NA,Boko,9.4895,2.6285,2,Undisclosed Source,Local partner-Other,"On 22 July 2022, a number of young people demonstrated and prevented traffic access on the Cotonou-Malanville inter-state road near the village of Boko (N-Dali, Borgou). The reason for this protest was a case of land sale that had led to the arrest of some young people from the village due to conflict between sellers and buyers of plots. Security forces intervened to restore calm.",0,crowd size=no report,1666650602
BEN696,20 July 2022,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),Farmers (Benin),7,37,Civilian targeting,204,Western Africa,Benin,Borgou,Kalale,NA,Kidaroukperou,10.3018,3.3217,1,Undisclosed Source,Local partner-Other,"On 20 July 2022, an unidentified armed group kidnapped a young male farmer in the village of Kidaroukperou (Kalale, Borgou).",0,NA,1666024829
BEN690,18 July 2022,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),NA,2,Military Forces of Benin (2016-),NA,1,12,NA,204,Western Africa,Benin,Alibori,Banikoara,NA,Suruko,11.3374,2.3834,1,Undisclosed Source,Local partner-Other,"On 18 July 2022, suspected JNIM or IS Sahel and Beninese soldiers exchanged gunfire in Suruko (Banikoara, Alibori). Six militants were killed.",6,NA,1664217576
BEN820,18 July 2022,2022,1,Strategic developments,Strategic developments,Other,Civilians (Togo),Refugees/IDPs (Togo),7,NA,NA,0,70,NA,204,Western Africa,Benin,Atacora,Materi,NA,Tantega,10.8306,1.0259,2,Undisclosed Source,Local partner-Other,"Displacement: On 18 July 2022, more than 400 people left Daloga (Kpendjal, Savanes) in Togo for Nambouli and Tantega (Materi, Atacora).",0,NA,1673311012
BEN836,18 July 2022,2022,1,Political violence,Battles,Armed clash,Military Forces of Benin (2016-),NA,1,Unidentified Armed Group (Benin),NA,3,13,NA,204,Western Africa,Benin,Alibori,Banikoara,NA,Soroko,11.3367,2.3852,1,Undisclosed Source,Local partner-Other,"On 18 July 2022, soldiers killed 6 suspected members of an unidentified armed group in a shootout during an attempt to arrest them in Soroko village (Banikoara, Alibori). Some reports claim there were suspected militants, other reports claim this involved seven Fulani men who were subsequently killed by summary execution.",6,NA,1673311012
BEN727,17 July 2022,2022,1,Strategic developments,Strategic developments,Change to group/activity,JNIM: Group for Support of Islam and Muslims,NA,2,NA,NA,0,20,NA,204,Western Africa,Benin,Atacora,Materi,NA,Koualou,11.0251,0.9479,1,Undisclosed Source,Local partner-Other,"Movement of forces: On 17 July 2022, presumed JNIM militants travelling in pairs of two aboard seven motorcycles were spotted in Koualou (Materi, Atacora). The militants were heading in the direction of Niorgou and Diawouri.",0,NA,1666024829
BEN835,17 July 2022,2022,1,Political violence,Battles,Armed clash,Military Forces of Benin (2016-),NA,1,Unidentified Armed Group (Benin),NA,3,13,NA,204,Western Africa,Benin,Alibori,Banikoara,NA,Soroko,11.3367,2.3852,1,Undisclosed Source,Local partner-Other,"On 17 July 2022, overnight, soldiers exchanged fire with an unidentified armed group during an operation launched against a suspected militant group in Soroko (Banikoara, Alibori). No fatality reported.",0,NA,1673311012
BEN833,16 July 2022,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,NA,2,Civilians (Benin),Pastoralists (Benin),7,27,Civilian targeting,204,Western Africa,Benin,Atacora,Materi,NA,Materi,10.6961,1.063,2,Undisclosed Source,Local partner-Other,"On 16 July 2022, assumed JNIM killed 10 pastoralists in Daloga near Materi (Materi, Atacora),probably because these young people had refused to enlist in the armed groups . The police came for the report.",10,NA,1673311012
BEN834,16 July 2022,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,NA,2,Civilians (Benin),Civilians (Togo),7,27,Civilian targeting,204,Western Africa,Benin,Atacora,Materi,NA,Niehoun,10.932,0.9104,2,Undisclosed Source,Local partner-Other,"On 16 July 2022, presumed JNIM militants passed through the border village of Daloga between Togo and Benin. They intimated residents (and tortured them according to some accounts) in Niehoun (Materi, Atacora). The militants demanded that the residents help locate six individuals wanted by the group for having provided information to the Togolese and Beninese defence and security forces.",0,NA,1673311012
BEN693,15 July 2022,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),NA,2,Civilians (Benin),NA,7,27,NA,204,Western Africa,Benin,Atacora,Materi,NA,Tantega,10.8306,1.0259,1,Undisclosed Source,Local partner-Other,"Property destruction: On 15 July 2022, assumed JNIM vandalized the house of a civilian in Tantega (Materi, Atacora). A few days earlier the same group had asked him to join them.",0,NA,1663607343
BEN687,14 July 2022,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Benin (2016-),NA,1,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,17,Civilian targeting,204,Western Africa,Benin,Atacora,Tanguieta,NA,Tanguieta,10.6212,1.2665,1,Undisclosed Source,Local partner-Other,"On 14 July 2022, the army killed 3 Fulani pastoralists mistaking them for members of an armed group (JNIM suspected) in Tanguieta (Tanguieta, Atacora).",3,NA,1659983150
BEN743,14 July 2022,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Benin (2016-),NA,1,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,17,Civilian targeting,204,Western Africa,Benin,Atacora,Materi,NA,Nouari,10.9144,1.0711,1,Undisclosed Source,Local partner-Other,"On 14 July 2022, the military forces killed three members of the Fulani community accused of being Islamist militants in Nouari village of Dassari arrondissement (Materi, Atacora). One suspected militant vowed to revenge.",3,NA,1666650603
BEN734,14 July 2022,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,37,Civilian targeting,204,Western Africa,Benin,Atacora,Boukoumbe,NA,Boukombe,10.1832,1.1,1,Undisclosed Source,Local partner-Other,"On 14 July 2022, an unidentified armed group kidnapped a young Fulani pastoralist man in Boukombe (Boukoumbe, Atacora).",0,NA,1666650603
BEN832,14 July 2022,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,NA,2,Civilians (Benin),NA,7,27,Civilian targeting,204,Western Africa,Benin,Atacora,Materi,NA,Niehoun,10.932,0.9104,2,Undisclosed Source,Local partner-Other,"On 14 July 2022, presumed JNIM militants killed between 3 and 10 people in the village of Daloga near Niehoun (Materi, Atacora). Livestock and belongings were also seized by the militants.",3,NA,1673311012
BEN686,13 July 2022,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Benin (2016-),NA,1,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,17,Civilian targeting,204,Western Africa,Benin,Alibori,Malanville,NA,Torozougou,11.765,3.1969,1,Undisclosed Source,Local partner-Other,"On 13 July 2022, the army killed a Fulani pastoralist mistaking him for a member of an armed group (IS Sahel suspected) in Torozougou (Malanville, Alibori).",1,NA,1664217576
BEN684,12 July 2022,2022,1,Political violence,Riots,Mob violence,Rioters (Benin),Vigilante Group (Benin),5,Civilians (Benin),NA,7,57,Civilian targeting,204,Western Africa,Benin,Zou,Bohicon,NA,Bohicon,7.1783,2.0667,1,L'investigateur; Benin Web TV; Daabaaru,National,"On 12 July 2022, a group of locals beat up and threw a suspected thief into a latrine in Bohicon (Bohicon, Zou). He was later saved by firemen.",0,crowd size=no report,1658170245
BEN830,12 July 2022,2022,1,Strategic developments,Strategic developments,Change to group/activity,Unidentified Armed Group (Benin),NA,3,NA,NA,0,30,NA,204,Western Africa,Benin,Alibori,Karimama,NA,Park W,11.8706,2.5781,2,Undisclosed Source,Local partner-Other,"Movement of forces: On 12 July 2022, a position of armed groups was identified near a river known as 'Barssa' in Park W (Karimama, Alibori). The members of the armed groups regularly resupply in localities of Guene, Boiffo, and Madecali.",0,NA,1673311012
BEN831,12 July 2022,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),NA,7,37,NA,204,Western Africa,Benin,Atacora,Materi,NA,Tantega,10.8306,1.0259,2,Undisclosed Source,Local partner-Other,"Looting: On 12 July 2022, an unidentified armed group stole five new motorcycles in Tampanga near Tantega (Materi, Atacora).",0,NA,1673311012
BEN829,11 July 2022,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),Pastoralists (Benin),7,37,NA,204,Western Africa,Benin,Borgou,Tchaourou,NA,Tchaourou,8.8865,2.5975,1,Undisclosed Source,Local partner-Other,"Looting: On 11 July 2022, overnight, an unidentified armed group stole three cows from a pastoralist man at a hamlet near Tchatchou (Tchaourou, Borgou).",0,NA,1673311012
BEN726,06 July 2022,2022,1,Strategic developments,Strategic developments,Change to group/activity,Unidentified Armed Group (Benin),NA,3,NA,NA,0,30,NA,204,Western Africa,Benin,Alibori,Malanville,NA,Guene,11.8085,3.2276,1,Undisclosed Source,Local partner-Other,"Movement of forces: On 6 July 2022, farmers spotted about thirty armed men travelling in pairs of two aboard fifteen motorcycles in Guene (Malanville, Alibori). The armed men had set up camps since weeks in the areas of Boiffo and Guene, but decided to change position due to army patrols.",0,NA,1666024829
BEN738,06 July 2022,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,NA,2,Military Forces of Benin (2016-),NA,1,12,NA,204,Western Africa,Benin,Atacora,Materi,NA,Koualou,11.0251,0.9479,2,Undisclosed Source,Local partner-Other,"On 6 July 2022, presumed JNIM militants and soldiers clashed in Koualou-Tampaska (Materi, Atacora). The soldiers routed the militants. There were no casualties.",0,NA,1666650602
BEN828,06 July 2022,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),NA,7,37,Civilian targeting,204,Western Africa,Benin,Atacora,Materi,NA,Materi,10.6961,1.063,1,Undisclosed Source,Local partner-Other,"On 6 July 2022, an unidentified armed group killed a man at his domicile for unknown reasons in Materi (Materi, Atacora). The corpse was discovered the following day.",1,NA,1673311012
BEN681,05 July 2022,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),NA,2,Military Forces of Benin (2016-) Forest Guards,NA,1,12,NA,204,Western Africa,Benin,Atacora,Tanguieta,NA,Pendjari National Park,11.2482,1.5984,2,Undisclosed Source,Local partner-Other,"On 5 July 2022, forest guards exchanged fire with presumed JNIM in Pendjari National Park (Tanguieta, Atacora). Five people were arrested and one injured.",0,NA,1663607343
BEN744,05 July 2022,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Benin),NA,3,Civilians (Benin),NA,7,37,Civilian targeting,204,Western Africa,Benin,Atacora,Materi,NA,Tantega,10.8306,1.0259,1,Undisclosed Source,Local partner-Other,"On 5 July 2022, an unidentified armed group shot and slit the throats of two people in the village of Tantega (Materi, Atacora).",2,NA,1666650602
BEN742,05 July 2022,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Benin (2016-),NA,1,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,17,Civilian targeting,204,Western Africa,Benin,Alibori,Malanville,NA,Guene,11.8085,3.2276,1,Undisclosed Source,Local partner-Other,"On 5 July 2022, soldiers assaulted two Fulani including a woman and an elderly man accused of being Islamist militants in Guene (Malanville, Alibori).",0,NA,1666650603
BEN827,05 July 2022,2022,1,Strategic developments,Strategic developments,Arrests,Military Forces of Benin (2016-),NA,1,Civilians (Benin),NA,7,17,NA,204,Western Africa,Benin,Atacora,Materi,NA,Tantega,10.8306,1.0259,1,Undisclosed Source,Local partner-Other,"On 5 July 2022, soldiers arrested 19 people from various ethnic groups suspected of being militants at the market in Tantega (Materi, Atacora).",0,NA,1673311012
BEN682,04 July 2022,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),NA,2,Civilians (Benin),NA,7,27,Civilian targeting,204,Western Africa,Benin,Atacora,Materi,NA,Materi,10.6961,1.063,1,Undisclosed Source,Local partner-Other,"On 4 July 2022, presumed JNIM killed a man in Materi (Materi, Atacora).",1,NA,1663607343
BEN680,04 July 2022,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,NA,2,Civilians (Benin),NA,7,27,Civilian targeting,204,Western Africa,Benin,Atacora,Materi,NA,Koumpehoum,10.7675,1.0529,1,Undisclosed Source; Benin Web TV; L'investigateur,Local partner-Other,"On 4 July 2022, presumed JNIM militants shot and killed a man in his home and decapitated another in the village of Koumpehoum (Materi, Atacora).",2,NA,1664217575
BEN679,04 July 2022,2022,1,Political violence,Battles,Armed clash,Islamic State (Sahel),NA,2,Military Forces of Benin (2016-) Forest Guards,NA,1,12,NA,204,Western Africa,Benin,Alibori,Malanville,NA,Guene,11.8085,3.2276,2,Acotonou; Al Naba; Banouto; Benin Web TV; Daabaaru; L'investigateur; La Nouvelle (Benin); Nashir; Undisclosed Source,Local partner-Other,"On 4 July 2022, IS Sahel militants ambushed Beninese Forest Guard soldiers near Guene (Malanville, Alibori), between Alfakoara and the Alibori bridge. Two soldiers were killed and one wounded, and their motorcycles, weapons and ammunition were stolen. IS Sahel claimed responsibility but said the attack occurred on 2 July, and showed the weapons and motorcycles seized.",2,NA,1680570809
BEN710,03 July 2022,2022,1,Political violence,Battles,Armed clash,Islamic State (Sahel),NA,2,Military Forces of Benin (2016-) Forest Guards,NA,1,12,NA,204,Western Africa,Benin,Alibori,Karimama,NA,Monsey,12.2926,2.924,1,La Nouvelle (Benin); L'investigateur; Undisclosed Source; Banouto,Local partner-Other,"On 3 July 2022, assumed IS Sahel clashed with military forest guards in Monsey near Park W (Karimama, Alibori). Four soldiers died according the IS claim.",4,NA,1664217575
BEN740,02 July 2022,2022,1,Political violence,Battles,Armed clash,Military Forces of Benin (2016-),NA,1,Unidentified Armed Group (Benin),NA,3,13,NA,204,Western Africa,Benin,Alibori,Malanville,NA,Torozougou,11.765,3.1969,2,Undisclosed Source,Local partner-Other,"On 2 July 2022, soldiers and a group of armed individuals exchanged gunfire in Doumille, near Torozougou (Malanville, Alibori). The gunfire exchange occurred after soldiers supported by helicopters and reinforcements carried out an offensive after identifying a suspected militants position. Casualties unknown.",0,NA,1666650602
BEN683,01 July 2022,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),NA,2,Civilians (Benin),Farmers (Benin),7,27,Civilian targeting,204,Western Africa,Benin,Borgou,Kalale,NA,Derassi,10.1615,3.2616,1,Undisclosed Source,Local partner-Other,"On 1 July 2022, presumed JNIM kidnapped a farmer in Derassi (Kalale, Borgou).",0,NA,1663607343
BEN826,01 July 2022,2022,1,Strategic developments,Strategic developments,Change to group/activity,Unidentified Armed Group (Benin),NA,3,NA,NA,0,30,NA,204,Western Africa,Benin,Alibori,Malanville,NA,Boiffo,11.6925,3.1745,1,Undisclosed Source,Local partner-Other,"Movement of forces: On 1 July 2022, a group of armed individuals entered the village of Boiffo (Malanville, Alibori). The armed men asked where the village church was, which caused panic among residents. The army deployed ground and aerial patrols the following day.",0,NA,1673311012
BEN717,01 July 2022,2022,2,Political violence,Battles,Armed clash,Islamic State (Sahel),NA,2,Military Forces of Benin (2016-),NA,1,12,NA,204,Western Africa,Benin,Alibori,Kandi,NA,Alfakoara,11.4439,3.076,1,Al Naba,International,"Around 1 July 2022 (as reported), IS Sahel claimed to have attacked and killed four soldiers by use of various weapons including RPG launchers in Alfakoara (Kandi, Alibori). The information could not be independently verified.",0,NA,1680570809
BEN757,29 June 2022,2022,1,Political violence,Riots,Mob violence,Rioters (Benin),NA,5,Rioters (Benin),NA,5,55,NA,204,Western Africa,Benin,Donga,Ouake,NA,Semere,9.5577,1.3697,1,Undisclosed Source,Local partner-Other,"On 29 June 2022, two families clashed for a second time due to a land dispute in Semere (Ouake, Donga). The police forces intervened to disperse them.",0,crowd size=no report,1666650603
BEN678,28 June 2022,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Benin (2016-),NA,1,Civilians (Benin),NA,7,17,Civilian targeting,204,Western Africa,Benin,Atacora,Materi,NA,Konehandri,10.9293,0.9958,1,Daabaaru; Banouto; L'investigateur; La Nouvelle (Benin),National,"On 28 June 2022, the Beninese army killed two men suspected of being militants in Konehandri (Materi, Atacora).",2,NA,1664217575
BEN725,28 June 2022,2022,1,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Benin (2016-),NA,1,NA,NA,0,10,NA,204,Western Africa,Benin,Alibori,Karimama,NA,Kangara Peulh,11.9456,3.1549,2,Undisclosed Source,Local partner-Other,"Movement of forces: On 28 June 2022, soldiers deployed to Kangara [Kangara Peulh] (Karimama, Alibori), after presumed armed group had been spotted passaging through the area.",0,NA,1666024829
BEN754,27 June 2022,2022,1,Political violence,Riots,Mob violence,Rioters (Benin),Farmers (Benin),5,Rioters (Benin),Farmers (Benin),5,55,NA,204,Western Africa,Benin,Donga,Ouake,NA,Semere,9.5577,1.3697,1,Undisclosed Source,Local partner-Other,"On 27 June 2022, two families of farmers clashed due to a land dispute over farmland in Semere (Ouake, Donga).",0,crowd size=no report,1666650602
BEN825,27 June 2022,2022,1,Strategic developments,Strategic developments,Change to group/activity,Unidentified Armed Group (Benin),NA,3,NA,NA,0,30,NA,204,Western Africa,Benin,Alibori,Malanville,NA,Boiffo,11.6925,3.1745,2,Undisclosed Source,Local partner-Other,"Movement of forces: On 27 June 2022, movements of armed men were reported by residents near Boiffo (Malanville, Alibori). The armed men reportedly said that they did not want to attack the population, especially not the Fulani.",0,NA,1673311012
